00002d74a9faa53f5199c910b652ef09d3a7f6bd42b693755a233635c3ffb0f4,017cbbc6e7ff0b74cd64d9083f0a8af2d1954f2797bf723c496e0fbea049f67e
0000764713b286cfe7e8e76c7038c92312977712d9c5a86d504be54f3c1d025a,3c4f907a824965026412131f5cee74b5c64fabc5dd0134e73c7e4021ba127b81
00043d8366ec8078c428fd61d80e561ad5da9c9b24e7a5eeddb90fb305784a7c,5165184c6e40cead8bfd6a9672fe6c44844c93346e1a646b4c7b437fd6a760f1
0008272677ba26df53ecdf374c2450fa4ef923eb506e933b5641bb7a08956cb9,2204b5243cefaf92be70e229fb612a8caf85bba0dfefa7850cbe6b870bc542da
00088e191503bbfbd5c56a789a71e8c718e42ea422ec73c760ee2de489e02b2e,5a2a6179a5167b04f7e25fbcb83373766a6ab7c359ef812160b7160978d4701d
000a067df9235aea987cd1e6b7768bcc1053e640b267c5b1f0deefc18be5dbe1,e2f9c35cbb588b2fb4f8e5c3ef61a38b7259587171230ce17b63eb5134008c23
000ae2e5751f9a85c331d6205881d3db5dc81a00d10522485d9026b0494f8c3d,47980ebb4b9e01e1f4e00ed661e16a11cfae06f7432878f938348f35734d908d
000e0948176bdec2b6e19d0f03e23f37910676a9b7e7709954614bac79269c36,f44cd48f89c8d7d6013912ad44cb8b19db583fa31888c01c6c1307aed82968b7
000e62bfb5c1e5695d73a8cb8977a9286d336df06d9efa64ff080687d3fce96b,a0025dfa8dfdf09722eb5f2cb103949c972d902bff9b1fd983015d18548cdc97
000f9e0856489ce8796fca3d9bdd2c6d4df3c383e47ff1cbcd0caa3d12f7fdf3,7717c91c7f925be0176ad5acb8c51b3604f8d242732ead3dc26fecb4909951ff
0010cec3119a96facd1b92090cf11f588d63a9085e38daa7a7a97950b062eecf,6bc8194ce60648bc12b7282cfba064ccaefd746908c799954201c64b03579089
0015ae7c27688d45f79170dcea16131ce557912a1a0c5f3b6b0465ee0774a452,58f32c647c76cba142be0c84815cb84f867698aec0a47d5da8b0bb275a3205f8
0016d1532b13bd30f1ef8cecda03b032ec2f634c4ef05247c3ac0023585e04ca,e21c41995ff5b5815f1c426095da065d97f8d9743ac8f64c2b9731af581e8609
001aefd8a1486ca38d29b2618f31de810559d3907bb5dfd40e2a0d7618c18f21,3713612ce73b3c356ab13d45682ca4079e0d508d4cce499421e931ae92b898c4
001e0f67b5bb9ddab14facbef94791eaed0eb939bcb651d19dafd0e2a05d8178,e567113396061486aac42d5cc494672992b0a8860225b1cb02ca42b869e57f02
00207fe7b7b9f08d6db522de16d3389b5e62947849572fc7341359c879fc1c7b,633b0e1cb351427750db36eb98e1926813fbebbab5dc5c225cd1f2fb90e0c943
00216db6e3321c95a65bf6841435695c0ef7b7a7214b151b5a146f677cf625b4,23d6bdb377eb48949931ab8c9b2d26a85232ed41ca1655816eab7ddc1d0e4aaf
002300512f2fc3e40b3bda6507f0fa90cd46a5ed22bf806bd2f4d0bd314416dc,5292a4bdcc189eee3479ac3452d9bb91d270313d9247c377d4326004410c1d2b
00250264ded743618d3022ab24702576735dbda345c3ba92fdbb2d1ae816c086,0250b1aab76e56eaabf7d8567f7f9bd475c69e57d6be8cd17804fa4621993d66
0025d87a398bd7f9d198f1b195241d39d65121365e3b3adf3e03e13459df0ba9,ae86992aaa78556a7d4c12510b887c90267befb5e960619c3966721d96b23c43
0025f94ed7defb1f063b30463612f6795c0c5aa0786d51f49722e17962d2bae2,b88302106cac2bfa85115fa247dfd32a56a2318676e448a95b0dc17f19a45d7f
00271c548265c33cd1d8771b81b80e348a8d1b2e8186d35f799bfd1066fd55a4,5ac59fd3192ddd634687442930d726e25d03d6176efc4bcbd9302ddc6d9dd7a9
002736ec6465d58043239c8ef3b0d17e86bb34f74e4a418a23cad331df02522c,0271c48ef4852ad3255e1d64c3f4a3cf46dcc842007c39854a0206e5f7b6ae2a
00282ae84e3f67f42999f4fcfbdccb0c47c6e21b5757fd0cc818f4e19f24e407,d8c18bf900d9c7b4170f4c27b159865231468e55193dfe375938f5aab5976e13
002c56f1dcc774eabce96cef60ace209e28d04653a6e528dab04f5448392578b,4a8de0699aa061f5dc3415fe94fc8050b4639148d62e5d2b4c542b216f1381cd
002f24e6d1ac40b549a64c0a9a647cb665c8e46a32916fba51b31ac70c5cc9be,d0ff03c9cd6142e97034561f49df59c8e9c68c4a5d08d499dd27fc7374dc69dc
002fb7803cd8c0549bc7eb023458618520a3f0939e6ece1235a296491a7a1383,9103d91f7b01380fbd80149043d64808382a4142f61b644b7b77a68f44cfb17b
00325582d7caaf0f36ad333869df444a1aa39326e60745fb3a4137ad268b2788,f824aa2fe56c35c3c498b008fa6955c20470a669c22c270bebdbfdbbc00dd6fe
003585f856a2a322e4a7a989a2bff0eb62e025aa9d2bcec53742f82c76d592e9,869bd535af7f08f3c947e6d525f0b241514afbfb6bf62683930fb150496415b9
0038e748ed767940b370a67cb4335585870baa066188169faaa71cfb9e413d4f,06d67cd1d030926e33eec1ddd08764e0109b13fbf9b9e2d2b166cdfee53db88e
